user_name,rating,review_text,date,label,sentiment,teks_preprocessing
Senyum Bestari,5,Pake goride plus malah lebih mahal,2024-08-29 00:19:56,0,NEGATIF,pakai goride plus mahal
Ulfah Maha Ulya,1,"Cs gak ada yg online kalo ada kendala apa² susah. GOPAYLATER dikasih limit besar tapi tiap sebulan sekali bisa 2x pengecekan (pembekuan). Semakin tarif gofood dan goride gak masuk akal, lama² jadi gak worth it. Sorry to say tapi emg bikin muak.",2024-08-28 21:13:47,0,NEGATIF,cs online kendala apa susah gopaylater kasih limit bulan kece beku tarif gofood goride masuk akal lama worth it maaf to sayang bikin muak
tomson simanjuntak,5,Sangat mudah dengan adanya goride,2024-08-28 18:47:21,1,POSITIF,mudah goride
NENA SUTA,5,"I love Gojek so much tapi kenapa sekarang klu kita dapat voucher koq cuma berlaku hanya 1 hari ? Dapat voucher Go Ride nya memang lumayan, paling sedikit dapat 4 voucher ( bisa lebih), & dapat voucher Go Car juga paling sedikit 4 voucher ( bisa lebih ). Tapi masak kita mau wira-wiri sebanyak itu dalam 1 hari kan nggak mungkin ? Kecuali klu kita punya asrama anak2 yg semua di pakaikan voucher tsb ? Tlg dunk bagian IT jangan mau klu di suruh bagian marketing buatin program yg absurd begini ?",2024-08-26 10:17:29,0,NEGATIF,love gojek so much klu voucher laku voucher go ride nya lumayan voucher voucher go car voucher masak wira wiri klu asrama anak pakai voucher tlg dunk it klu suruh marketing buatin program absurd
Hadi Gunawan,1,"6 tahun mengunakan gojek,perlu di benahi,driver berbeda dengan aplikasi,apakah boleh orang yang bukan driver memakai akun driver gojek(JOKI).mengantarkan pesanan,takut makanan saya di apa-apin dengan orang yang bukan driver gojek (JOKI),mana lagi motor yang di pakai (JOKI)plat nya berbeda dengan aplikasi,pesan goride juga gitu sih,driver yang jemput orangnya berbeda dengan aplikasi.plat no motor nya juga berbeda,saya jadi was was,takut...tolong adakan vermuk berwaktu seperti grab...",2024-08-25 23:25:29,0,NEGATIF,mengunakan gojek benah driver beda aplikasi orang driver pakai akun driver gojekjoki antar pesan takut makan apin orang driver gojek joki motor pakai jokiplat nya beda aplikasi pesan goride sih driver jemput orang beda aplikasi plat nomor motor nya beda was was takut adakan vermuk waktu grab
Wati Wati,1,"mengecewakan setiap mau order gocar pas lgi hujan para driver susah untuk menerima pesanan, apalagi pakai promo terutama yg buat goride, alasan bnyk orderan, lagi rame",2024-08-25 22:44:05,0,NEGATIF,kecewa order gocar pas hujan driver susah terima pesan pakai promo goride alas order ramai
Anton Adityorb,5,Aplikasi nya gampang dipahami dan untuk goride nya pasti dapet murah2 terus,2024-08-23 08:38:45,1,POSITIF,aplikasi nya gampang paham goride nya murah
Khanza Syifa Malika,5,"i love gojek sm, setiap hari berangkat pulang sekolah always make gojek, apalagi di gojek fitur goride comfort, cocok banget buat aku yang suka bawa barang banyak kesekolah suka bawa tas gede gitu deh, kaki nya dan pnttnya juga jadi ga pegel jaya terus deh yaa gojek",2024-08-22 05:30:48,1,POSITIF,love gojek sm berangkat pulang sekolah always make gojek gojek fitur goride comfort cocok banget suka bawa barang seko suka bawa tas gede deh kaki nya pnttnya gel jaya deh yaa gojek
ADITYA KURNIA AFFANDY,4,"Untuk layanan gofood, gocar,goride, untuk selama ini sangat memuaskan sekali, tidak ada kekurangan, dan cukup bagi saya, mungkin ada yg kurang untuk gopay pinjam, saya coba 400k, cuma cair 378.000, dan untuk pembayaran total 480.000 lebih, menurut saya untuk biaya provisi biaya layanan tidak sebanding sama yg saya pinjam, lumayan memberatkan saya, seperti saya mempunyai bunga 30% lebih, itu aja sih ka yg perlu di evaluasi.",2024-08-22 01:04:46,0,NEGATIF,layan gofood gocar goride muas kurang gopay pinjam coba cair bayar total biaya provisi biaya layan banding pinjam lumayan berat bunga sih kakak evaluasi
SUPPLIER DSTORE,3,Itu yg goride hemat awal sih asyik lama2 sakit hati🤪 semua hanya promo2 saja tidak ada yg serius bertahan,2024-08-21 19:17:11,0,NEGATIF,goride hemat sih asyik sakit hati promo serius tahan
Adi Putra,2,"Tolong Diberi Upgrade untuk aplikasi Driver. Sangat merugikan customer ketika pedan GoRide tapi driver main cancle sesuka hati, bukan hanya satu driver tapi bisa lebih dari 5 Driver dalam satu waktu, hingga mengakibatkan keterlambatan lebih dari 15 menit untuk mendapatkan driver.",2024-08-21 08:25:17,0,NEGATIF,upgrade aplikasi driver rugi customer dan goride driver main cancle suka hati driver driver akibat lambat menit driver
charlotta,2,"sekarang gojek app cuma bagus untuk gofood nya aja , kalau utk penumpang beberapa kali di cancel di ganti driver, utk gocar pernah kesulitan dapat mobil, ini mungkin karena terlalu banyak promo jadi kalau dpt tarif diskon driver suka pada gak mau ambil penumpang.. ini berdasar pengalaman pribadi. barusan juga order go ride tp lihat di map driver nya gak jalan. jadi sy yang cancel",2024-08-20 17:35:56,0,NEGATIF,gojek app bagus gofood nya tumpang kali batal ganti driver gocar sulit mobil promo tarif diskon driver suka ambil tumpang dasar alam pribadi barusan order go ride lihat map driver nya jalan batal
Gadiza A,5,"Gopaynya praktis, sering ada promo buat gofood/goride harganya jadi terjangkau buat pelajar.",2024-08-20 15:53:44,1,POSITIF,gopaynya praktis promo gofoodgoride harga jangkau ajar
Hellena Vilya,2,susah bgt skrg goride di bali,2024-08-20 15:23:00,0,NEGATIF,susah banget goride bal
Adriansyah Awalludin,5,"UNTUK SEMUA PELANGGAN GOJEK YTH, KHUSUSNYA PELANGGAN GO RIDE. KALAU MAUNYA BURU BURU GAK USAH NAIK GO RIDE, MENDING TERBANG AJA YA. JGN SEENAKNYA CANCEL ORDERAN, KITA DRIVER SUDAH BERUSAHA SECEPAT MUNGKIN UNTUK TIBA DI TITIK PENJEMPUTAN. KITA INI DRIVER YG MEMBAWA PENUMPANG MENGGUNAKAN SEPEDA MOTOR, BUKAN PESAWAT TEMPUR. DRIVER ITU HANYA PENCARI UANG, BUKAN PEBALAP MOTOGP. DAN KALAU DICHAT ATAU DITELP DRIVER ITU TOLONG DIRESPON JGN DIAM SAJA KAYAK PATUNG. MINTANYA BURU BURU, TAPI SLOW RESPON.",2024-08-20 02:15:41,0,NEGATIF,langgan gojek yth langgan go ride mau buru buru go ride terbang batal order driver usaha cepat titik jemput driver bawa tumpang sepeda motor pesawat tempur driver cari uang balap motogp dichat ditelp driver direspon diam kayak patung minta buru buru slow respon
zouca gaming,5,praktis banyakin diskon terutama goride dan gofood nya min,2024-08-19 10:34:40,1,POSITIF,praktis banyakin diskon goride gofood nya min
Zaidan Hibar,3,"Woi yang bener lah, masa pake goride plus titik jemputnya jadi ngaco padahal sebelumnya ga pake plus biasa biasa aja",2024-08-19 07:43:45,0,NEGATIF,woi pakai goride plus titik jemput ngaco pakai plus
Putri Alysia,3,"Semakin kesini harga semakin mahal, rutinitas saya tiap hari naik goride harga sekitar 38k, tiba² aja jdi naik 45k padahal jam berangkatnya sama, lgi gak macet juga. Selain itu klo tiap order selalu dapet driver yg posisinya jauh sekitar 1,5 km dari titik jemput",2024-08-19 05:20:20,1,POSITIF,kesini harga mahal rutinitas goride harga tiba jam berangkat macet order driver posisi titik jemput
Vivo Aku,1,"Rider gojek dg nama firial asal Lampung sangat tidak sopan dan membentak pelanggan, kebut kebutan dijalan dan hampir menabrak orang lain. Gojek tidak seleksi rider dengan baik.",2024-08-18 15:56:19,0,NEGATIF,rider gojek nama firial lampung sopan bentak langgan kebut kebut jalan tabrak orang gojek seleksi rider
BPPW Lampung_Janu Pane,1,"Jasa biaya gojek nya sudah mahal, di tambah lagi pesan go food atau go ride dll kena double order..sebagai custumer merasa di rugikan..rugi sudah bayar mahal , dan rugi waktu menunggu jadi lama..gojek makin gak jelas sekarang",2024-08-18 12:08:36,0,NEGATIF,jasa biaya gojek nya mahal pesan go food go ride kena double order custumer rugi rugi bayar mahal rugi tunggu gojek
Umar Shiiblack,1,Kalau apk nya sudah OK TAPI Kebanyakan voucher goride & gosend Tidak pernah di kasih voucher gofood,2024-08-18 09:22:17,0,NEGATIF,apk nya banyak voucher goride gosend kasih voucher gofood
Richa Purba,2,"Sudah berlangganan gojek plus, tapi harganya sama saja seperti sebelumnya. Gk tau kenapa, tapi setiap kali pesan GoRide, selalu lama dapat driver dan sekalinya dapat, lokasi drivernya sering kali jauh sekali posisinya dari tempat saya.",2024-08-17 07:19:06,0,NEGATIF,langgan gojek plus harga kali pesan goride driver sekali lokasi drivernya kali posisi
Wiji Utami,5,Thank you gojek...do best on the ride Oke...sehat selalu dan terus bersemangat untuk bekerja dengan bekerjasama dengan penumpang Nya 💪💪💪,2024-08-16 15:00:19,1,POSITIF,thank you gojek do best on the ride oke sehat semangat bekerjasama tumpang nya
Sigit Eko Prasetya,1,"Pengalaman buruk pagi ini, saya pesan goride, waktu keberangkatan KA masih kurang 17 menit, dapet driver di map terlihat waktu jemput 3 menit, separuh perjalanan sampai stasiun, seharusnya 6 menit. Tapi saya nunggu lebih dari 12 menit, lihat di map driver malah menjauh. Saya bilang/chat batal, karena pasti saya tidak bisa naik KA, tapi dia alihkan ke driver lain, layanan dibatalkan, driver ke 2 yang kena batal. Kasihan nih.",2024-08-16 07:38:24,0,NEGATIF,alam buruk pagi pesan goride berangkat kakak menit driver map jemput menit paruh jalan stasiun menit tunggu menit lihat map driver jauh bilangchat batal ka alih driver layan batal driver kena batal kasihan nih
Syahdi A.B,1,Kenapa saat saya ingin menggunakan Go-Ride dia berubah Go-car kan jadi mahal ongkosnya,2024-08-15 10:25:57,0,NEGATIF,goride ubah go car mahal ongkos
Wahyu,1,"gpsnya yang auto tracking ke direct go ride bikin ga nyaman ngecustom lokasi susahhhhh, driver pilih pilih sejak ada customer rating, kalo diskon atau pake voucher suka bgt ketemu driver yg suka komplain atau ngoceh",2024-08-15 06:35:52,1,POSITIF,gpsnya auto tracking direct go ride bikin nyaman ngecustom lokasi susah driver pilih pilih customer rating diskon pakai voucher suka banget ketemu driver suka komplain ngoceh
Surya Sidik,4,"Semakin kesini kok semakin kurang . Saya memesan go ride pukul 04.15 jarak 2.6 km. Ada tawaran promo gratis. Tapi diambilkan driver yg jaraknya lebih dari 2,6 km lho... Ini saya rugi waktu. Siapa yg bayar kerugian waktu saya hayo???",2024-08-15 04:34:04,0,NEGATIF,kesini pesan go ride jarak km tawar promo gratis ambil driver jarak lho rugi bayar rugi hayo
Qalby Zikra Ihsani,2,"Ni gojek klw naruh iklan yg bener dong, kalau naruh iklan pas dipencet tu jangan langsung kebuka ke pesanan goride,gofood,dll. Gawat banget gasengaja kepencet langsung ke pesanan. Udah terjadi nih karna keteken hpnya karena iklan ga sengaja terpesan, trus pas dibatalin untung driver nya baik ga marah2... Tolong dievaluasi ya",2024-08-14 06:40:59,0,NEGATIF,gojek naruh iklan naruh iklan pas pencet tu langsung buka pesan goride gofood gawat banget gasengaja pencet langsung pesan teken hpnya iklan sengaja pes pas dibatalin untung driver nya marah evaluasi iya
Lucas Bertelsen,2,Apakah anda bisa memperbaiki untuk saya mendapatkan driver hanya dekat. tidak jauh dari lokasi saya. Selalu jauh mendapatkan driver dalam setiap pemesanan gofood goride gocar gosend sangat tidak menyenangkan dengan menjadi akun premium pada aplikasi anda,2024-08-13 16:27:07,0,NEGATIF,baik driver lokasi driver mesan gofood goride gocar gosend senang akun premium aplikasi
Yuli Hertati,2,"Kasih bintang 2 dulu.. makin lama makin gak jelas.. pesanan di gofood udah selesai dari 20menit lalu tapi drivernya gak dateng² buat pick up (sudah 3x sy kejadian seperti ini), trus tiap pesen goride bisa²nya drivernya datang 20menit kemudian.. itu oknum driver yg kayak bgtu perlu di berikan sanksi harusnya. Tolonglah Gojek ditingkatkan lagi.. lama² gak percaya sama aplikasi ini!!",2024-08-12 17:28:36,0,NEGATIF,kasih bintang pesan gofood selesai menit drivernya dateng pick up jadi pesan goride bisa nya drivernya menit oknum driver kayak bgtu sanksi tolong gojek tingkat lama percaya aplikasi
Kiki Zakinah,5,"Buat skrng aplikasinya bagus,banyak promo Dan promonya ada terus dari rider,driver,go food,go send",2024-08-12 11:43:59,1,POSITIF,aplikasi bagus promo promonya rider driver go food go send
Balleck Setiaji,5,"Aplikasi ini sangat membantu, terutama untuk Gofood, Gocar & Goride.",2024-08-10 16:40:13,1,POSITIF,aplikasi bantu gofood gocar goride
ezyyi,5,goride sangat membantu untuk seseorang yang gabisa bawa sepeda motor dan sedang tidak punya boncengan. terimakasih gojek semoga aku bisa dapet diskonanmu ya..,2024-08-10 11:14:27,1,POSITIF,goride bantu bawa sepeda motor bonceng terimakasih gojek moga diskon
Zona Aman,5,"Bagus dan fitur sangat muda di pahami . Drivernya smuanya baik baik . Walau pun kata orang drivernya kejam kejam tapi saya sadar semua orang baik tergantung kita gimana menanggapinya . Kekurangan aplikasi terlalu banyak ngebug dari via resto , ride , gomart terkadang voucher tidak bisa di gunakan dan eror , kalau untuk gomart kadang yg promo pas mau kita CO malah ga promo tapi status promo. Mohon di perbaiki ngebugnya ya.",2024-08-10 06:55:53,0,NEGATIF,bagus fitur muda paham drivernya smuanya orang drivernya kejam kejam sadar orang gantung tanggap kurang aplikasi ngebug via resto ride gomart terkadang voucher eror gomart kadang promo pas co promo status promo mohon baik ngebugnya
ammar Ammar,5,"The best banget Go-Jek ini Beruntung banget di daerah ku ada Go-Jek,kalo pergi kemana mana bisa naik Go-Jek naik gocar naik gocar ride Thanks you gojek👍🏻👍🏻👍🏻👍🏻👍🏻",2024-08-10 00:25:41,1,POSITIF,the best banget go jek untung banget daerah ku go jek kalo pergi go jek gocar gocar ride terima kasih you gojek
Nina Sukmawati,5,Untuk goride yg sering saya pakai.Alhamdulillah memuaskan selama ini,2024-08-08 10:53:47,1,POSITIF,goride pakai alhamdulillah muas
Iwan Setiawan,5,"Gojek makin kesini teknologinya makin aneh...baru saja nyampek tujuan, tau2 order lagi ketempat asal. Bukannya tambah canggih malah tambah jelek. Tolong diperbaiki aplikasinya. Kasihan drivernya sudah meluncur ke yg order malah dibatalin karena merasa gak pesan goride.",2024-08-07 21:02:57,0,NEGATIF,gojek kesini teknologi aneh nyampek tuju tau order tempat canggih jelek baik aplikasi kasihan drivernya luncur order dibatalin pesan goride
Yolanda Olan,5,"sangat terbantu ,bisa ke mana² pake gocar,belanja gomart tidak perlu keluar rumah,antar jemput anak sekolah pke goride",2024-08-06 08:58:37,1,POSITIF,bantu mana pakai gocar belanja gomart rumah jemput anak sekolah pakai goride
Putri Yasmin Ramadhani Mulhataufik,4,Semoga goride comfort bisa dikembangkan lagi supaya bisa buat dijadwalin keberangkatannya seperti goride biasa,2024-08-06 00:23:51,1,POSITIF,moga goride comfort kembang dijadwalin berangkat goride
Oy. Oy,3,"Pelayanannya udah bagus, dan ini pertama kali saya beli paket yg dapet voucher diskon sampai 360*nominal voucher, dan katanya voucher goride diskon 15% s.d 8rb kenapa yg di diskon cuma 1.5rb doang dan keterangannya di diskonnya malah cuma 10% jujur agak merasa terscam.",2024-08-04 14:44:28,0,NEGATIF,layan bagus kali beli paket voucher diskon nominal voucher voucher goride diskon rb diskon rb terang diskon jujur terscam
Agung Satria,1,Potongan goride iklan kartu kredit bank Laen.... Halah... Udh malas gak bakal gua pakek harganya naik potongan pkek promo gtu...,2024-08-03 17:34:28,0,NEGATIF,potong goride iklan kartu kredit bank laen halah malas pakai harga potong pkek promo gtu
Tiiew Ntiiew,1,Drivernyaa ga jujur bgt jd takut naik lg gooride 😭 suruh tnggu bbrp menit doang jutek bgt ambil gasgas mtr. Pdhal slalu sy ksh tips stiap order,2024-08-03 17:04:04,0,NEGATIF,drivernyaa jujur banget takut gooride suruh tnggu bbrp menit galak banget ambil gasgas mtr pdhal slalu ksh tips order
icam ocom,3,"Mohon maaf, jika menggunakan pembayaran pakai gopay later, mbok ya ada kompensasi jatuh tempo jarak 2 atau maksimal 3 Hari baru di denda, kmrin pakai gopaylater buat bayar GoRide, telat 1 hari lgsung denda 50rb pdhl goridenya 28rbu, itu saya lupa klo jtuh tempo hari itu, pdhl baru aj telat 1 hari, padhl juga ga sengaja di telatin memang lupa, agak berat kalo tlat sehari lgsung denda 50rb, pling ga jatuh tempo ditambah 2 hari buat pemberitahuan masuk masa tenggang akan dikenakan denda, trimakasih",2024-08-03 13:39:02,0,NEGATIF,mohon maaf bayar pakai gopay later mbok iya kompensasi jatuh tempo jarak maksimal denda kmrin pakai gopaylater bayar goride lambat lgsung denda rb goridenya rbu lupa jtuh tempo lambat padhl sengaja telatin lupa berat tlat hari lgsung denda rb pling jatuh tempo tambah pemberitahuan masuk tenggang kena denda trimakasih
Ria Azani,1,"Driver driver sekarang pada mls udh tau titik nya sesuai malah jauh banget, udah gitu mau nya di samperin, kan pesen ojol online agar kita praktis tapi ini gosend pun dan goride pun seperti ini emng banyak si voucher nya tapi emng gitu yaa maaf.",2024-08-03 11:49:53,0,NEGATIF,driver driver malas titik nya sesuai banget nya samperin pesan ojol online praktis gosend goride si voucher nya yaa maaf
Mahaputra Arisia Parlambang,1,apa apaan ini gojek sama nunggu goride sampe satu jamm.... kacau ah terus aja ditampung keluhannya ehh ga ada perbaikan juga sekarang lebih parah nunggu hampir 15 menit padahal didepan saya ada drivernya dan ga diambil tolong jangan seperti ini saya juga punya keperluan lainnya 🙏,2024-08-02 17:59:26,0,NEGATIF,gojek tunggu goride jamm kacau ah tampung keluh ehh baik parah tunggu menit depan drivernya ambil perlu
Doddy Irwanto,5,"Sangat membantu, memberikan kelancaran si pelanggan Go ride dimanapun saya berada. Thank's Go-ride.",2024-08-01 18:31:11,1,POSITIF,bantu lancar si langgan go ride mana terima kasih go ride
Haedar Ali,1,Unggulnya di goride doang pas go car banyak yang nolak,2024-09-30 16:06:43,0,NEGATIF,unggul goride pas go car nolak
Calypso Pasya,4,Kenapa go-ride drivernya pada jauh2,2024-09-30 14:15:47,0,NEGATIF,goride drivernya
Khoiri Alfi,5,Goride menjadi salah satu pilihan yg mudah & praktis untuk berpergian kemana aja,2024-09-30 11:52:57,1,POSITIF,goride salah pilih mudah praktis pergi
Parhan Ganteng,1,"Aplikasi sampahhh !!! Pesan go ride 100 rebu ga sengaja liat di hp driver nyaa cuma 60 rebu, 40 ribu nyaa kmnaa ituu",2024-09-29 04:14:42,0,NEGATIF,aplikasi sampah pesan go ride rebu sengaja lihat hp driver nyaa rebu ribu nyaa kmnaa ituu
Eka Gandara,5,Gofood dan Gosend selalu jadi andalan bila ga bs keluar rmh. Goride terima kasih bnyk sllu siap mengantar.,2024-09-28 15:12:04,1,POSITIF,gofood gosend andal rmh goride terima kasih sllu antar
Anin.woman008,1,"Sekarang tiap saya pesan go ride, lama banget ada yg ambil,mana klo pun diambil dicancel ma drivernya,mentang2 jemput anak ongkos 11/12 ribu,pdahal pasti tak lebihin,skrg unnistal ja,pake app lain,banyak kok!!",2024-09-27 13:59:36,0,NEGATIF,pesan go ride banget ambil ambil dicancel ma drivernya mentang jemput anak ongkos ribu pdahal lebihin skrg unnistal ja pake app
rizki hidayat,1,"Kocak, harga goride hemat sama aja kayak goride biasa",2024-09-27 05:55:22,1,POSITIF,kocak harga goride hemat kayak goride
Marlina Maroni,5,"Gojek terpercaya baik goride, gocar, gosen,gofood...mereka tepat waktu.kurirnya baik sopan dan ramah terimakasih gojek sukses selalu😍👍👍👍",2024-09-26 09:06:19,1,POSITIF,gojek percaya goride gocar gosen gofood kurir sopan ramah terimakasih gojek sukses
Firza Angkasa Maulana,2,Plzzz...jgn ngmng goride hemat kalau sama harganya dengan goride biasa. Jujur gw kecewa banget. Ini apk gojek ga ngotak banget. Gw kira goride hemat biar lebih hemat dan jelas saya lebih menyukai. Semenjak 2 Minggu ini goride hemat harganya sama dengan goride biasa. Kecewa banget sumpah,2024-09-26 05:06:49,0,NEGATIF,plz jgn bicara goride hemat harga goride jujur kecewa banget apk gojek ngotak banget goride hemat biar hemat suka semenjak minggu goride hemat harga goride kecewa banget sumpah
De Vica,2,Suka sebel kalo abis hujan gocar ataupun go ride kaga ada yang pick up hahahah,2024-09-25 16:24:57,0,NEGATIF,suka sebel habis hujan gocar go ride pick up hahahah
Wawan Setyawan,3,"Layanan goride, gofood, gosend dan gomart saya puas. Namun Gocarnya banyak driver yg mengecewakan: tidak gerak, menjauh, tidak bisa dikontak meski pakai gocar prioritas, penumpang butuh kepastian apakah perlu order ulang atau menunggu atau mencari alternatif lain. Sorry, better pakai mybluebird jadwal saya terukur, kendaraan lebih bersih, serta driver ga belagu. Mungkin perlu di review system kemitraan yg saling menguntungkan.",2024-09-25 08:37:55,1,POSITIF,layan goride gofood gosend gomart puas gocarnya driver kecewa gerak jauh kontak pakai gocar prioritas tumpang butuh pasti order ulang tunggu cari alternatif sorry better pakai mybluebird jadwal ukur kendara bersih driver belagu review system mitra untung
AL ASDAD ARFIYUDA,2,"tolong perbaiki lagi saya mau pesan gotransit+goridenya ga bisa mulu keterangan selalu ""coba pakai layanan lain""",2024-09-24 15:34:46,0,NEGATIF,baik pesan gotransitgoridenya melulu terang coba pakai layan
Ahsan Mariaban,1,"Semangaaat pagiiiii para pejuang keluarga Sedikit cerita tentang kekecewaan saya pakai GOJEK 1. Saya pernah pesan GoRide, tp lama banget sekitar 30mnt baru dapat driver, sekali dapat driver posisi nya jauh banget. Padahal saya lihat ada sekitr 4driver yg dekat dengan saya & saya juga sempat tanya kalau rekan"" driver itu belum dpt orderan. Jadi karena terlalu lama saya nunggu, saya beralihlah ke GrabBike, tidak sampai 3menit sudah dapat driver & tidak sampai 10mnt driver sudah sampai.",2024-09-24 00:37:12,0,NEGATIF,semangat pagi juang keluarga cerita kecewa pakai gojek pesan goride banget mnt driver driver posisi nya banget lihat sekitr driver rekan driver order nunggu alih grabbike menit driver mnt driver
ggr GT,1,"Baru kali ini sy kecawa sama seorang oknum driver gojek yg meresahkan Emang sy salah nge cancel orderan goride, tp sy cancel juga ngelihat posisi driver belum jalan dan sy cancel karna pgn ngerubah pembayaran dr tunai k ovo..Selang beberapa menit driver yg saya cancel Dateng sambil marah2 dan ngebentak sy didepan rumah/tempat umum. Seharusnya bisa di bicarakan baik2 dan gak usah niat sampai datangi krmh sy cuma buat marah2. Segitu kah pelayanan gojek??? Data oknum driver udah sy simpen,",2024-09-23 23:35:06,0,NEGATIF,kali kecawa oknum driver gojek resah salah nge batal order goride batal ngelihat posisi driver jalan batal pgn ngerubah bayar tunai ovo selang menit driver batal marah ngebentak depan rumahtempat bicara niat datang krmh marah segitu layan gojek data oknum driver simpen
055 Ukasyah Marhaendra Putra,2,"Tolong kalo ada driver diajarin pelayanan yg bener. Saya pesen Goride sama driver-nya didiemin doang, posisi driver juga diem doang, udah nunggu setengah jam lebih ujung2nya malah di-cancel sama dia, kalo misalnya gk bisa ambil orderan suruh ngomong ke pelanggan, saya sebagai pelanggan mau kok yg nge cancel orderannya biar rating driver gk minus, kalo gini kan saya yg rugi, nunggu lama hujan2an, ujung2nya malah di-cancel.",2024-09-23 17:55:27,0,NEGATIF,driver diajarin layan bener pesan goride driver nya didiemin doang posisi driver diem doang tunggu jam ujung ujung cancel ambil order suruh bicara langgan langgan nge batal order biar rating driver minus rugi tunggu hujan ujung ujung cancel
Dita Anggraini,1,"10 menit lalu saya pesan goride. Saya sudah titik sesuai biasanya saya gojek tidak masalah dengan titik tersebut. Saya tambah catatan di gedung lama karena ada 2 gedung. Ketika sampai bapak gojek marah2 ke saya, seumur umur saya punya gojek dan selalu pakai gojek ratusan kali baru kali ini saya di marah2. Sungguh kecewa dengan oknum tersebut. Semoga gojek bisa meningkatkan lagi mutunya, makin malas menggunakan gojek",2024-09-23 11:54:41,0,NEGATIF,menit pesan goride titik sesuai gojek titik catat gedung gedung gojek marah umur umur gojek pakai gojek ratus kali kali marah sungguh kecewa oknum moga gojek tingkat mutu malas gojek
Meita Aji,2,aku pake gojek tuh dah dr lama ya. heran nya sm goride harus nunggu 10 x tolakan dr driver baru mau nganterin.,2024-09-23 10:14:07,0,NEGATIF,pakai gojek heran nya sm goride tunggu tolak driver nganterin
Goeston,1,"Saya pelanggan setia Gojek dari Bali. Kenapa Gojek akhir-akhir ini sangat mengecewakan pelanggannya ? Order GoFood sekarang lama sekali datangnya,Order Goride pun sering sekali dapat Pak Gojeknya jauh sekali,ditungguin kelamaan karena lokasi pak Gojeknya terlalu jauh,mau cancel pun kasian pak Gojeknya,jadinya serba salah. 😥",2024-09-20 10:41:24,0,NEGATIF,langgan setia gojek bal gojek kecewa langgan order gofood datang order goride gojek ditungguin lokasi gojek batal kasi gojek serba salah
Adhie ferdi,2,"Saya pakai go ride dan kereta hampir setiap hari lalu sekarang gojek sering promo model barunya yaitu dlgo transit, saat di coba fiturnya jauh lebih jelek dari tiket kereta yang sebelumnya dulu kalau mau edit rute kereta bisa sekarang kalau sudah di pesan tidak bisa ganti jujur saya dari bekasi ke jakarta kadang rute di sesuaikan dari kereta yang datang duluan(senen/manggarai) jadi ini aplikasi update bukannya makin bagus fiturnya makin jelek.",2024-09-20 05:40:30,0,NEGATIF,pakai go ride kereta gojek promo model baru dlgo transit coba fiturnya jelek tiket kereta edit rute kereta pesan ganti jujur bekas jakarta kadang rute sesuai kereta duluansenenmanggarai aplikasi update bagus fiturnya jelek
Land Lord Picauly DR,5,"Sangat membantu GoRide, tetapi tidak mampu pulihkan. Dan Gopay juga sampai sekarang , Akun Gopay Plus comment hanya dokumenmu masih di loading tunggu. Padahal sudah dua mingggu",2024-09-19 08:14:45,0,NEGATIF,bantu goride pulih gopay akun gopay plus comment dokumen loading tunggu mingu
Afri adi,1,"Aplikasi laknat,,pesan goride jauh2 drivernya,,aplikasi da buruk lebih baguss pakai Maxim ato grab,,Uda GK cocok lagi ne aplikasi di pakai unistall tarik semua gopay pakai dana..",2024-09-19 06:44:41,0,NEGATIF,aplikasi laknat pesan goride drivernya aplikasi da buruk baguss pakai maxim grab uda cocok aplikasi pakai unistall tarik gopay pakai dana
Muf Lihun,1,Gopay later cara merampok pengguna.. Sy punya tagihan goride 12.000.. Saldo sy ada 57.000.. tagihan sy tdk otomatis debet.. karena sy tdk pegang hape (kendala hape).. begitu aktif ada denda 80.000 .. Sy sangat menyesal menggunakan gopay later,2024-09-17 20:59:44,0,NEGATIF,gopay later rampok guna tagih goride saldo tagih otomatis debet pegang hape kendala hape aktif denda sesal gopay later
Man Zz,4,"saya kasih rating yang kurang ada point yang harus di perbaiki saat itu hari senin semua orang juga tau kalo hari senin itu hari sibuk nah kan saya mesan goride nah itu pada saat saya pesan itu sekitar jam 5.45 nah itu pas saya lagi sikat gigi nah saya pesan goridenya,nah saya tunggu lah yaa kan tapi aplikasinya muter terus "" sedang mencari driver "" nah saya tunggu lah itu saya pikir koneksi tapi koneksi saya bagus.saya tunggu lah sampai jam 6.10 baru dapet driver dan jarak penjemput yang jauh.",2024-09-17 06:49:22,0,NEGATIF,kasih rating point baik senin orang senin sibuk mesan goride pesan jam pas sikat gigi pesan goridenya tunggu yaa aplikasi muter cari driver tunggu pikir koneksi koneksi bagus tunggu jam driver jarak jemput
Mochamad Ade Maulidin,1,Paket goride dan transit selalu error,2024-09-16 16:37:19,0,NEGATIF,paket goride transit error
Lutfia Noviana,5,"awalnya iseng download, ternyata berguna banget apalagi kalo lagi males"" nya keluar tapi laper, bisa banget ini sekalian beli makanan. kalo buat goride nya belum pernah nyoba si",2024-09-15 19:07:29,1,POSITIF,iseng download guna banget males nya laper banget beli makan goride nya nyoba si
Sri Setiowati,2,"pengguna gojek dari dulu sih tapi kalau setiap ada promo atau saya pakai promo ntah itu goride atau gocar, driver selalu ngecancel dengan alasan kemurahan dan bla bla bla toh ya saya selalu beri tip meskipun ga banyak untuk driver",2024-09-15 08:19:25,1,POSITIF,guna gojek sih promo pakai promo ntah goride gocar driver ngecancel alas murah bla bla bla iya tip driver
