userName,review_text,score,sentiment,label,date
Aditya Pratama,Aku Driver 2016 Goride Gojek. Gada bonus hari.,1,Neutral,0,2024-02-04 19:36:05
Khanza Syifa Malika,"i love gojek sm, setiap hari berangkat pulang sekolah always make gojek, apalagi di gojek fitur goride comfort, cocok banget buat aku yang suka bawa barang banyak kesekolah suka bawa tas gede gitu deh, kaki nya dan pnttnya juga jadi ga pegel jaya terus deh yaa gojek",5,Positive,1,2024-02-03 10:05:02
ADITYA KURNIA AFFANDY,"Untuk layanan gofood, gocar,goride, untuk selama ini sangat memuaskan sekali, tidak ada kekurangan, dan cukup bagi saya, mungkin ada yg kurang untuk gopay pinjam, saya coba 400k, cuma cair 378.000, dan untuk pembayaran total 480.000 lebih, menurut saya untuk biaya provisi biaya layanan tidak sebanding sama yg saya pinjam, lumayan memberatkan saya, seperti saya mempunyai bunga 30% lebih, itu aja sih ka yg perlu di evaluasi.",4,Neutral,0,2024-02-02 22:33:51
SUPPLIER DSTORE,Itu yg goride hemat awal sih asyik lama2 sakit hati🤪 semua hanya promo2 saja tidak ada yg serius bertahan,3,Negative,0,2024-02-01 10:10:34
silent invisible,JARNG PROMO GORIDE!!!,4,Negative,0,2024-01-31 16:39:09
Adi Putra,"Tolong Diberi Upgrade untuk aplikasi Driver. Sangat merugikan customer ketika pedan GoRide tapi driver main cancle sesuka hati, bukan hanya satu driver tapi bisa lebih dari 5 Driver dalam satu waktu, hingga mengakibatkan keterlambatan lebih dari 15 menit untuk mendapatkan driver.",2,Negative,0,2024-01-31 13:37:36
Ipon Tandayu,"Saya hampir setiap hari pakai gojek, gak pernah dapet voucher goride, beli paket pun gak ada, orang yg jarang pake malah tiap minggu dapet voucher",3,Negative,0,2024-01-30 14:29:51
Gadiza A,"Gopaynya praktis, sering ada promo buat gofood/goride harganya jadi terjangkau buat pelajar.",5,Positive,1,2024-01-30 09:18:49
Hellena Vilya,susah bgt skrg goride di bali,2,Negative,0,2024-01-29 23:35:04
Eva Gultom,"Saya ada promo naik goride diskon goride tpi nggk bisa digunain,promo2 lainnya juga,tpi ngk bisa dipasang promo nya,trus ngapain gitu klo ngk bisa dipake",1,Negative,0,2024-01-29 11:06:27
zouca gaming,praktis banyakin diskon terutama goride dan gofood nya min,5,Positive,1,2024-01-29 09:58:34
Zaidan Hibar,"Woi yang bener lah, masa pake goride plus titik jemputnya jadi ngaco padahal sebelumnya ga pake plus biasa biasa aja",3,Negative,0,2024-01-28 05:40:56
Putri Alysia,"Semakin kesini harga semakin mahal, rutinitas saya tiap hari naik goride harga sekitar 38k, tiba² aja jdi naik 45k padahal jam berangkatnya sama, lgi gak macet juga. Selain itu klo tiap order selalu dapet driver yg posisinya jauh sekitar 1,5 km dari titik jemput",3,Negative,0,2024-01-27 21:17:24
Umar Shiiblack,Kalau apk nya sudah OK TAPI Kebanyakan voucher goride & gosend Tidak pernah di kasih voucher gofood,1,Neutral,0,2024-01-27 11:38:29
Richa Purba,"Sudah berlangganan gojek plus, tapi harganya sama saja seperti sebelumnya. Gk tau kenapa, tapi setiap kali pesan GoRide, selalu lama dapat driver dan sekalinya dapat, lokasi drivernya sering kali jauh sekali posisinya dari tempat saya.",2,Negative,0,2024-01-26 11:44:51
Pengguna Google,"Pokonya slalu langganan pakai gojek , Slalu pakai gosend ,gocar ,goride",5,Positive,1,2024-01-25 11:55:47
Sigit Eko Prasetya,"Pengalaman buruk pagi ini, saya pesan goride, waktu keberangkatan KA masih kurang 17 menit, dapet driver di map terlihat waktu jemput 3 menit, separuh perjalanan sampai stasiun, seharusnya 6 menit. Tapi saya nunggu lebih dari 12 menit, lihat di map driver malah menjauh. Saya bilang/chat batal, karena pasti saya tidak bisa naik KA, tapi dia alihkan ke driver lain, layanan dibatalkan, driver ke 2 yang kena batal. Kasihan nih.",1,Negative,0,2024-01-24 21:58:30
Syahdi A.B,Kenapa saat saya ingin menggunakan Go-Ride dia berubah Go-car kan jadi mahal ongkosnya,1,Negative,0,2024-01-23 06:48:07
Qalby Zikra Ihsani,"Ni gojek klw naruh iklan yg bener dong, kalau naruh iklan pas dipencet tu jangan langsung kebuka ke pesanan goride,gofood,dll. Gawat banget gasengaja kepencet langsung ke pesanan. Udah terjadi nih karna keteken hpnya karena iklan ga sengaja terpesan, trus pas dibatalin untung driver nya baik ga marah2... Tolong dievaluasi ya",2,Negative,0,2024-01-23 05:48:10
Lucas Bertelsen,Apakah anda bisa memperbaiki untuk saya mendapatkan driver hanya dekat. tidak jauh dari lokasi saya. Selalu jauh mendapatkan driver dalam setiap pemesanan gofood goride gocar gosend sangat tidak menyenangkan dengan menjadi akun premium pada aplikasi anda,2,Negative,0,2024-01-21 00:52:01
Yuli Hertati,"Kasih bintang 2 dulu.. makin lama makin gak jelas.. pesanan di gofood udah selesai dari 20menit lalu tapi drivernya gak dateng² buat pick up (sudah 3x sy kejadian seperti ini), trus tiap pesen goride bisa²nya drivernya datang 20menit kemudian.. itu oknum driver yg kayak bgtu perlu di berikan sanksi harusnya. Tolonglah Gojek ditingkatkan lagi.. lama² gak percaya sama aplikasi ini!!",2,Negative,0,2024-01-20 16:31:46
kharisma nusantara,"mohon penjelasannya dari pihak aplikator 🙏 mengapa aplikasi gojek (customer) yang terhubung dengan aplikasi gopay dan gopartner tidak bisa dibuka,, harus buka aplikasi gopay juga, sementara saya mau menggunakan aplikasi gojek (customer) untuk memesan gofood, goride, gosend, untuk isi pulsa, bayar listrik, dll jadi gak bisa sungguh mengecewakan 🤦😤😠😡🤬",1,Negative,0,2024-01-20 14:21:17
Balleck Setiaji,"Aplikasi ini sangat membantu, terutama untuk Gofood, Gocar & Goride.",5,Positive,1,2024-01-19 14:33:44
Achmad Yusuf Mahendra,Pesan GORIDE LAMA . PESAN GOSEND LAMA . PESAN GOMART LAMA . APA LAGI PESAN GOFOOD . SAMPAI 1JAM . DIREKTUR NYA GAK SEKOLAH KALI YA . pelayanan jasa transportasi itu kalau bisa waktu pesanan jangan lama atau lambat . Makin kesini makin gak jelas ni aplikasi gojek . Saya pesan malam malam sampai ketiduran nunggu pesanan gofood 1jam 20 menit jam 9 malam . Gilaaaaa!!!!!! Biaya nya makin kesini makil mahal pula . Bagussan SHOPEE Kalau pesan makanan . Sangat cepat .,1,Negative,0,2024-01-19 06:00:43
ezyyi,goride sangat membantu untuk seseorang yang gabisa bawa sepeda motor dan sedang tidak punya boncengan. terimakasih gojek semoga aku bisa dapet diskonanmu ya..,5,Positive,1,2024-01-18 15:27:02
Nina Sukmawati,Untuk goride yg sering saya pakai.Alhamdulillah memuaskan selama ini,5,Positive,1,2024-01-17 23:06:00
Iwan Setiawan,"Gojek makin kesini teknologinya makin aneh...baru saja nyampek tujuan, tau2 order lagi ketempat asal. Bukannya tambah canggih malah tambah jelek. Tolong diperbaiki aplikasinya. Kasihan drivernya sudah meluncur ke yg order malah dibatalin karena merasa gak pesan goride.",5,Negative,0,2024-01-17 17:48:04
Yolanda Olan,"sangat terbantu ,bisa ke mana² pake gocar,belanja gomart tidak perlu keluar rumah,antar jemput anak sekolah pke goride",5,Positive,1,2024-01-16 16:30:14
Putri Yasmin Ramadhani Mulhataufik,Semoga goride comfort bisa dikembangkan lagi supaya bisa buat dijadwalin keberangkatannya seperti goride biasa,4,Neutral,0,2024-01-13 10:15:09
Hilmy Setiawan,Tolong donh... tambahin diskon lg buat goride harga lebih murah 5.000 Tolong yaa....🙏🙏🙏 butuh bnget buat anter anak skolah,4,Neutral,0,2024-01-13 05:54:39
Oy. Oy,"Pelayanannya udah bagus, dan ini pertama kali saya beli paket yg dapet voucher diskon sampai 360*nominal voucher, dan katanya voucher goride diskon 15% s.d 8rb kenapa yg di diskon cuma 1.5rb doang dan keterangannya di diskonnya malah cuma 10% jujur agak merasa terscam.",3,Negative,0,2024-01-12 18:58:10
Agung Satria,Potongan goride iklan kartu kredit bank Laen.... Halah... Udh malas gak bakal gua pakek harganya naik potongan pkek promo gtu...,1,Negative,0,2024-01-11 15:23:44
icam ocom,"Mohon maaf, jika menggunakan pembayaran pakai gopay later, mbok ya ada kompensasi jatuh tempo jarak 2 atau maksimal 3 Hari baru di denda, kmrin pakai gopaylater buat bayar GoRide, telat 1 hari lgsung denda 50rb pdhl goridenya 28rbu, itu saya lupa klo jtuh tempo hari itu, pdhl baru aj telat 1 hari, padhl juga ga sengaja di telatin memang lupa, agak berat kalo tlat sehari lgsung denda 50rb, pling ga jatuh tempo ditambah 2 hari buat pemberitahuan masuk masa tenggang akan dikenakan denda, trimakasih",3,Negative,0,2024-01-11 14:35:29
Ria Azani,"Driver driver sekarang pada mls udh tau titik nya sesuai malah jauh banget, udah gitu mau nya di samperin, kan pesen ojol online agar kita praktis tapi ini gosend pun dan goride pun seperti ini emng banyak si voucher nya tapi emng gitu yaa maaf.",1,Negative,0,2024-01-11 14:13:12
fenny sie,"Pelanggan setia goride,gocar,gofood",5,Positive,1,2024-01-11 07:12:11
Saya Saja,Tadi saya gak pesen cuman buka aja malah pesen goride sendiri sampek 5 driver,1,Negative,0,2024-01-10 20:18:45
Mahaputra Arisia Parlambang,apa apaan ini gojek sama nunggu goride sampe satu jamm.... kacau ah terus aja ditampung keluhannya ehh ga ada perbaikan juga sekarang lebih parah nunggu hampir 15 menit padahal didepan saya ada drivernya dan ga diambil tolong jangan seperti ini saya juga punya keperluan lainnya 🙏,1,Negative,0,2024-01-10 18:39:34
Doddy Irwanto,"Sangat membantu, memberikan kelancaran si pelanggan Go ride dimanapun saya berada. Thank's Go-ride.",5,Positive,1,2024-01-10 18:37:46
Afrezha Syahrani,"Turunkan harga goride seperti sebelumnya, kenapa semakin di update harganya mahal",1,Negative,0,2024-01-10 18:27:46
cap senk,"masa gojek kalah sama grab mau pesenin, goride temen ga bisa ngrubah titik di luar jangkauan, grab aja bisa masa gojek ga bisa",1,Negative,0,2024-01-10 14:49:50
Tofa sugianto,"mohon pihak gojek memberikan saya pembelaan karena saya selalu pulang dengan goride tetapi tadi saya mendapat perlakuan yang sangat tidak menyenangkan karena saat saya membantalkan pesanan karena titik jemput tidak sesuai saya tetap didatangi driver tersebut dan driver tersebut marah²,bahkan sampai orang² melihat saya disitu saya sangat malu karena hal tersebut mohon bantuannya untuk menegur/mengingat kan driver tersebut",1,Negative,0,2024-01-10 14:29:18
Lily Lamperouge,"Pelayanan goride bagus2, tapi tidak dengan gocarnya. Masa driver sudah ambil pesanan saya, tapi dikirim pesan atau telepon sama sekali tidak dibalas. Bahkan 1/2 jam saya menunggu hanya untuk melihat mobil driver di map gojek berjalan semakin jauh dari titik jemput saya seolah sengaja tidak mau menjemput. Saya mau komplain di email, tapi malah diarahkan ke bantuan di apk, yg kedua apk gojek sama2 tidak bisa membuat laporan keluhan mengenai masalah saya. Saya sangat kecewa.",1,Negative,0,2024-01-09 21:02:59
zulfan pratama,"Baik, tingkatkan promo goride ny",5,Neutral,0,2024-01-09 17:26:58
Pem Pek,Tolong dong costumer gojek yg badan nya gede berat nya up 100kg sadar diri dong masa pesen goride kalian tuh harusnya pesen gocar sadar woi badan kalian tuh gede banget,1,Neutral,0,2024-01-09 14:34:21
Devandra,Promo GORIDEAJA diperbanyak lagi dong. Masa' baru setengah 2 pagi aja vouchernya udah abis 😑,4,Negative,0,2024-01-09 06:30:22
Tyaori,"Setiap order goride selalu lama, selalu tidak dapat driver, dan prosesnya lama dengan alasan ""pesanan lagi rame""",1,Negative,0,2024-01-08 06:49:02
Irwanarci Love,Untuk Go-Jek tolong untuk GoRide nya perbaikilah karena ada beberapa oknum cukup banyak tingkah dan kurang ajar di jalan sangat buruk dan arogan tinggi membuat citra Go-Jek itu sendiri menjadi buruk,5,Negative,0,2024-01-08 00:59:54
Ivon Nia,"Alhamdulilah klo goride sangat membantu klau mendesak,gofood nya jgn mahal2 ,krna resto nya kgd tdk sesuai dgn expetasi.",4,Neutral,0,2024-01-07 22:40:43
Pejuang Slot,Ngak ada voucer goride..beda dg grab dan maxiim,1,Negative,0,2024-01-07 17:32:56
Senses,"Layanan seperti goride, gocar, dan juga gofood tidak bisa menjangkau wilayah saya",2,Negative,0,2024-01-07 10:05:33
rili susanto,KODE PROMO TIDAK BISA UNTUK GORIDE/GOCAR. ALASAN KODE PROMO KADALUARSA. PERCUMA KASIH KODE PROMO.,1,Negative,0,2024-01-05 19:12:03
Muhammad Ilham Anugerah,"Gojek Bagus, Tapi Sayangnya Kalau Naik Goride ke Daerah jalan yg macet. Suka engga mau. Saya sering begitu KL pulang dr luar kota turun di terminal mau naik Goride pulang ke rumah .",4,Neutral,0,2024-01-04 23:24:42
yudit pratama205,saat pesan goride yg dateng malah 2 anehh,1,Negative,0,2024-01-04 22:06:14
Nur Syawal,"Mudah""an semakin bnyak promonya, bukan hanya gofood tapi promo gocar, goride dll juga",5,Neutral,0,2024-01-02 16:36:26
Della Febriana,"Biasa nya saya naik goride cuma 6000 skrg dah naik padahal titik jemput dan antar nya sama, mana naik nya jauh banget lagii, huh jd mls make gojek",1,Negative,0,2024-01-01 10:56:35
Salsa Bila,"bagus, tp sy pernah pesan goride malah driver nya salah ambil penumpang sdh sy chat ke driver ga di respon",3,Negative,0,2024-06-27 09:51:07
xxx,"Pesan gocar kek pesen pesawat,ga ada yg mau ambil meskipun bayar gopay/cash.Ganti ke prioritas jg malah dpt driver jaraknya astaga jauh bgt.Buang2 waktu! Padahal di maps banyak driver nongkrong,emg pilih2 apa gimana ni driver gocar? Kalo goride nya ga ada masalah.Malah lebih cepet dpt driver goride drpd gocar. Tolong dong buat Gojek di perbaiki sistemnya,sy klo pesan car jd beralih ke aplikasi lain yg lebih gercep n satset ga kek driver gocar yg pilih2.",1,Negative,0,2024-06-27 07:52:34
Siti NurHalimah,"Tolong Perbaiki Sistemnya!!!, masa order goride dapet drivernya pada jauh jauh harus nunggu lama payah kalah sama sistem Maxim mending pindah aja ke Maxim sistemnya enak dapet drivernya jga Deket jadi cepat sampai ke tujuannya",1,Negative,0,2024-06-24 18:11:52
REZA Syahputra heatshot,Kasihlah Diskon Goridenya,5,Neutral,0,2024-06-23 17:04:45
itz clara,"aplikasi sdh bagus, namun knp saat mau pesan goride malah gabisa? pdhl saldo gopay saya ada, jaringan internet juga bagus tpi knp tidak bisa? tolong diperbaiki lg buat kedepannya!!",2,Negative,0,2024-06-22 11:24:15
Henny Purwitasari,Mantap kalau laper bisa nih pesen pake gofood diskon gede dan murah goride pun sama 👍,5,Positive,1,2024-06-21 21:51:14
Darson M,"Makin hari Voucher GORIDE TIAP CLAIM ASIK HABIS, LBH BAGUS PAKAI GRAB! LEBIH MURAH DAN DRIVER NYA LEBIH OK!",1,Negative,0,2024-06-21 08:25:01
Hendri Siganteng,Setiap mau pesen gocar/ goride gk ada yang nerima orderan,1,Negative,0,2024-06-20 21:33:38
Jessica Putri,"yg hemat mitramu ya min, ko coustamer gk hemat iya.. harga tetap 15k perkilo.. goride gk hemat buat coustamernya sendiri.. masih tetap mahal harganya.. eh mitramu yg hemat.. settingan nya gmn si mimin.. justru yg hemat coustamer dan bukan mitramu.. jgn menipu kami dengan iklan yg gk masuk akal",1,Negative,0,2024-06-20 16:27:36
Eka Saputri,"Aplikasi gojek sekarang merunut saya engga jelas,mau pesan gocar atau goride lama banget padahal jaringan stabil dan kenapa setiap pembayaran menggunakan gopay selalu lama dapat kendaraan nya, giliran menggunakan cash baru cepet.tolong dong aplikasi gojek di perbaiki sistemnya",1,Negative,0,2024-06-19 06:21:10
Aswin Riyanto,"Beragam aplikasi nya,mulai dari Goride,Gocar,Go food dsb. Semoga tambah terus innovasi nya di masa yang akan datang.",5,Positive,1,2024-06-18 21:19:10
Yunita Seuk,Belum dpt goride,5,Neutral,0,2024-06-18 09:34:28
My Family1,"Sangat membantu sekali dengan adanya gojek,gofood,goride dll ditambah lagi banyak promo yang berlaku. Puas dan sangat menikmati dengan adanya aplikasi ini:)",5,Positive,1,2024-06-18 07:33:30
Santymwoya,"Voucher Gosend banyak2 ngapain anjir gak guna 🙄mending banyakin goride, gocar sama gofood",1,Negative,0,2024-06-16 21:17:59
Najwa Syifa Aqilla,Tolong dong munculin lagi diskon voucher goride nya biasanya kan ada diskonnya kek yang dulu😊,4,Neutral,0,2024-06-14 08:05:04
Ruli Machmuddin,"Makin lama makin sedikit saja promo goride dipalembang,,padahal saya setiap hari memakai ojol terpaksa deh kita beralih ke aplikasi sebelah",4,Negative,0,2024-06-10 23:06:46
Emka A. Ulil A.,"Ketika promoan banyak driver yang gamau ambil orderan Gocar/Goride, sudah seringkali menunggu lama seperti ini tidak ada yang ambil, padahal coba pake grab langsung dapet.",1,Negative,0,2024-06-09 03:27:54
Utari,"mrasa ga adil, tmn2 saya uda otomatis dpt voucher promo goride tp di saya gd sm skali ishhhh, uda dimasukin kode sgala macem ttp aj hargany nromal",1,Negative,0,2024-06-08 14:20:14
Gever,"Saya kecewa dengan driver goride,setiap hujan pasti tidak ada yang mengambil orderan,alasan tidak bawa jas hujan, padahal saya sudah chat kalo saya bawa jas hujan,buat apa ngojek kalo tidak sedia jas hujan untuk diri sendiri.",3,Negative,0,2024-06-06 19:06:54
zahir ghivary,"Parah hari ini mntang2 abis ujan saya pesan goride gocar smpe ke blue bird gak ada yg mau trima, pd sy byar tunai dan sdang buru2",1,Negative,0,2024-06-06 01:25:36
Ariq Maulana,"pesen goride gadapet"" padahal daerah nya bukan zona merah",1,Negative,0,2024-06-04 20:55:30
Mia Suyatmi,"gojek paylater sy sejak di ambil alih perusahaan lain, hanya bs buat go food dan naik goride aja selebihnya tdk bs buat apa2 , dulu2 bs buat bli pulsa, pKet data bahkan buat byr listrik dan bpjs msh bs, tpi knp skrg sdh tdk bs ya",1,Negative,0,2024-06-04 16:30:33
Jaka Jac,"pesan goride GK ada yang ngambil nunggu lama,gak membantu sama sekali,tolong di perbaiki lagi kinerjanya",1,Negative,0,2024-06-03 20:25:04
Ellda Septiani,Gilaaaaaaaa saldo ilang gtu aja terus call center ga ngebantu bgt masa order goride gadapet² sampe 3kali dan saldonya ketarik 3²nya apa²in ini gojek !!!!!,1,Negative,0,2024-06-03 15:43:17
Jane Jean,"1.Untuk opsi alamat dan titik masih belum akurat 2.biasa menggunakan goride yg sering dikasi voucher atau promo malah gocar, dan promo bank yg tidak sesuai dengan pembayaran yg biasa dipakai customer 3.banyak dikenakan biaya aplikasi, biaya jasa dan biaya lain lain",4,Negative,0,2024-06-03 05:56:20
Sis Wanto,"Tolong hapus goride instan di stasiun Tangerang, sangat menyusahkan harus jalan kaki, apalagi di jam sibuk macet harus jalan kaki lagi",1,Negative,0,2024-06-02 15:21:23
Achmad Sofyan,"Salam satu aspal, mohon PT.Gojek memberikan sanksi bagi driver yg menolak paket orderan dari PT.Gojek lebih dari 1x dlm sehari. Hal ini bertujuan utk meningkatkan kinerja dan keseriusan dlm menjalankan kewajiban sbg driver. Sehingga terjadi pemerataan order kepada driver gojek setiap harinya dan untuk menghindari akun akun specialis goride dan gofood jarak 3km dg mengabaikan product Gojek lainnya yang lbih dari 3km.",5,Neutral,0,2024-06-02 07:28:52
Dhun Nur Al Mitsri (Aal kalau biasa di rumah.),"Aplikasinya bagus namun ada beberapa catatan apalagi dari sisi agama islamnya soalnya ada yang bertentangan sejauh yang saya tahu. Cuma saya mau nanya, maaf kalau sini. Terkait penumpang goride, itu apakah mutlak ga boleh 2 penumpang atau beberapa keadaan boleh? Misalkan ibu bersama anaknya. Bagaimana dengan ibu dan bayinya? Mohon jawabannya segera.",3,Neutral,0,2024-06-01 19:44:23
pinauli novalina,"Skrg gojek susah bgt pesen yg gocar !!! Mau pake gocar biasa , apalagi gocar hemat makin ga akan dpt , hapus aj vitur gocar ny, goride aj ..",1,Negative,0,2024-05-31 18:35:46
Teddi Kusnariadi,"Selama menggunakan aplikasi gojek (gosend, gofood, gocar, goride), belum pernah dikecewakan, semuanya baik-baik saja, semoga bisa dipertahankan, serta dapat ditingkatkan lebih baik lagi.",5,Positive,1,2024-05-31 16:59:36
Nam,gmn si udh langganan vouch go plus mlh goride nya cuma diskon 2k nyeselllll,1,Negative,0,2024-05-31 06:29:39
Rosalina Elyakim,"Gojek sekarang makin ga bener sih, sering banget pesan goride comfort malah motor yang datang sama kaya goride hemat. Ngerugiin banget sih udah bela²in pesan yang comfort lebih mahal malah yang datang begitu mending pesan goride yang hemat aja sekalian. Udah gitu gocar nya juga kalo pada ga mau kerja ngapain sih..pesan gocar di cancel Mulu sama driver tanpa konfirmasi. mending aplikasi sebelah deh selalu memuaskan pelayanan mereka",1,Negative,0,2024-05-29 18:06:19
I Farisa,"Kalo ujan gocar, goride ga ada yang nerima",3,Negative,0,2024-05-29 15:54:32
Vicianto Kurnia Putra,"Catatan saya pada layanan goride terjadwal, harapannya dengan kita sudah menjadwalkan pesaanan maka ketika tiba waktu yg dijadwalkan dapat langsung berangkat, jadi ekspektasi saya driver sudah didapatkan beberapa jam sebelum waktu yang dijadwalkan, sehingga driver pun bisa persiapan. Realitanya Driver baru akan dicari sesaat waktu yang telah terjadwal, ini sama saja dengan layanan sewaktu, baru cari driver saat waktu pemesanan, menunggu lg sampai waktu yg dijadwalkan terlewati.",4,Negative,0,2024-05-29 08:18:01
Azka Fitri,Banyakin promonya khususnya goride and gofood,5,Positive,1,2024-05-29 06:18:10
erika putri,"Aplikasi semakin lama semakin buat bingung, order goride gocar lama bgt ga dpt dpt driver",1,Negative,0,2024-05-27 21:34:17
Abdul Gofur,"Mau kirim paket Gosen sulit,drivernya jauh/ atau tidak ada driver,?,,,Jadi pesan, pakai layanan Goride.Mungkin layanan di driver Gosen banyak yang dimatikan / off.",1,Negative,0,2024-05-27 20:01:42
Dara A,"Saran saja untuk gojek,untuk pemesanan gocar hemat lebih baik di tiadakan,karena percuma driver tidak mau ambil orderan dengan alasan hanya menghabiskan bensin. 3 kali pemesanan sama,sekali pun di ambil pasti minta cancel. berbeda dengan goride hemat driver tetap ambil orderan tersebut.",3,Negative,0,2024-05-27 07:41:07
Fan Fan,"Sangat membantu, semoga makin banyak voucher goride dan gofood",5,Positive,1,2024-05-27 07:32:30
Ocha destyan01,Bertahun2 pakai gojek.. Dari gofood goride gocar tp giliran gopinjam selalu di tolak.. Kenapakah itu???,3,Neutral,0,2024-05-26 18:32:02
Yosi Yunita Amalia Siregar,"Maaf gojek. Mulai hari ini dan detik ini. Saya beralih ke aplikasi lain. Udh bolak balik di kecewain sama driver yg gak punya attitude dan kualitas aplikasi yg semakin bobrok. Mulai dri topup gopay dri mbanking yg kemaren terkendala sampai 1 hari sementara saya harus pesen goride saat itu juga dan gk ada cash, sampe 3x topup. Dan pelayanan ke cs nya yg gak ada solusi. Ini aplikasi lama kelamaan bener2 gak ada improvenya. Cukuppp kapok pake applikasi iniiiiiiii.",1,Negative,0,2024-05-26 07:01:23
kkristian21,"SUMPAH PERCUMA BANGET LANGGANAN GOJEK PLUS. KATANYA BANYAK VOUCHER DISKON DLL. TAPI REALITANYA G BERLAKU KE SAYA. POTONGAN GORIDE/GOCAR CUMAN 5K DOANG, BAHKAN UNTUK GOFOOD YG PLUS PUN G ADA POTONGAN SAMA SEKALI!! TEMAN SAYA YANG TIDAK ADA LANGGANAN PLUS, BISA DPT VOUCHER GRATIS ONGKIR GOFOOD. NAH SAYA YT LANGGANAN. DAPAT APA? DAPAT HIKMAH?! DAN VOUCHER YG BERLAKU JUGA KAYAK DISKON GOFOOD UNTUK MINIMAL PEMESANAN 200/300K, LU SURUH GW MUKBANG TIAP HARI?!!",1,Negative,0,2024-05-25 22:40:32
Jeffry Nosawa,sangat membantu bagi saya dari goride..gocar..gofood,5,Positive,1,2024-05-25 19:29:54
Ivan Rucita,"Terima kasih atas pelayanan terbaik untuk konsumen,,, Go-Jek sangat membantu dalam pelayanan goride,,gofood dan pelayanan pengiriman barang yg sangat membantu,,, tetap mengutamakan pelayanan yang terbaik untuk konsumen. Terima kasih Go-Jek",5,Positive,1,2024-05-23 21:17:10
Wahyu Putri Utami,Saya selalu menggunakan apl ini tp kenapa pengguna lama malah jarang dapat diskon baik goride maupun gocar..tolong kasih apresiasi padape gguna lama agar tetap pakai apl ini,5,Negative,0,2024-05-23 10:30:45
Suyan Tohu,Di perbanyak driver goridenya,5,Negative,0,2024-05-23 00:50:06
Friest Udayani,"Tidak pernah ada masalah selama menggunakan jasa goride, gocar ataupun gofood. Sangat membantu. Terimakasih 🙏",5,Positive,1,2024-05-22 19:22:24
Kucing Kurus,"jelek banget, kalo bisa kasih bintang 0, saya kasih bintang 0. saldo hilang tapi pas lapor cs ga ditanggepin, bilangnya kepake buat yang lain, PADAHAL JELAS JELAS ITU HILANG KARENA PAKE GORIDE TP SALDONYA KETARIK 2X (saya ga ngerti kenapa bisa ketarik 2x, dan itu ga masuk ke riwayat pembayaran)",1,Negative,0,2024-05-19 21:47:47
Siti Nurussobah,"saya gaptek dan setelah mngunakan jasa goride kini menjadi andalan buat kemana-mana, komunikasikan dg jelas ke babang driver maka semua lancar #emakrasterkuat #gojekinaja",5,Positive,1,2024-05-19 14:50:04
Rio Chaniago,Promo nya gojek itu sekarang susah banget apalagi yg goride cuma promo 1.500 ya percuma kalo promo segitu coba deh promo nya lebih di banyakin kek dulu karna emang butuh banget,1,Negative,0,2024-05-19 09:42:59
Linda Trisnayanti,"Baru kali ini kecewa sama gocar,saya di kenakan biaya tambahan pembayaran tol sama driver nya padahal saya bayar tol pake flazz saya sendiri,sudah laporan tapi penanganan nya lama,alhasil karna saya tidak mau membayar tagihan tersebut saya jadi tidak bisa order goride/gocar.",1,Negative,0,2024-05-17 06:44:51
Serafina Angelita,Karena saat memilih GO-RIDE yang bukan comfort kadang dikasih motor yang bener bener buruk atau gak yang harusny ga boleh dipake lagi begitu juga dengan gocar nya,1,Negative,0,2024-05-16 12:17:42
Golden Roses,"gimana si gojek, langganan plus bukannya untung malah buntung, vc diskon gofood jadi pada ilang semua, diskon goride dan gocar kaya gaada harga dirinya cuma secuil dapatnya, padahal pas langganan di hp satu lagi banyak dapat diskon voucher nya, ngajuin help ticket sampai sekarang gaada respon, tolong kalau mau bikin promo tu yang niat, kalau kaya gini sama aja penipuan namanya",1,Negative,0,2024-05-16 09:17:55
Khairul Ken,"Aplikasi Aneh, Setelah Beli Gojek Plus Makin Ga Ada Voulcer Gofoodnya. Dikasih 700 Voulcer Gocar Sama Goride Yang Ga Guna Semua👎🏻👎🏻.",1,Negative,0,2024-05-15 16:32:51
Andri Firmansyah,Setiap pesan goride selalu mendapatkan driver yang beda dari aplikasi wajah beda plat motorpun beda jadi takut kesaya nya tolong keamanannya di perketat lagi terimakasih,1,Negative,0,2024-05-15 15:53:41
Dinda Putri Oetami,"Setiap pesan GoRide selalu di batalkan di dpn customer krn motor kecil, giliran di pesan GoRide Comfort eh malah dtng motor kecil... gimana sih!!! Sudah 3 kali GoRide dtng",3,Negative,0,2024-05-13 12:17:12
An'S Channel,"Sekarang gofood banyakan biaya printilannya,biaya bungkus,biaya penanganan,biaya aplikasi,jadi mahalan biayanya drpd harga makanannya,main payah. Kalau goride dan gocar bagus,krn mempermudah transportasi",5,Mixed,0,2024-05-13 01:37:46
channn,"pesen goride comfort supaya nyaman dijalan di aplikasi si tulisannya motor vario tapi yang dateng beat, agak kecewa tapi masnya ramah tapi gimana ya mana beda 3k harga nya sm goride biasa 😔",1,Mixed,0,2024-05-12 15:25:55
Febri,"Gojek sekarang tidak ada lagi diskon jika naik goride, mana harga nya mahal. Beda dengan aplikasi sebelah yang kasih diskon",3,Negative,0,2024-05-12 02:10:06
Reno Agus Setiawan,jadi mitra goride gimana ya,5,Neutral,0,2024-05-09 10:38:23
Reyner,Gojek gimana sih saya mau pesan goride kok gak bisa tulisannya harus pakai metode lain metode lain terus,1,Negative,0,2024-05-08 11:34:32
