user_name,rating,review_text,date,label,sentiment
Sella Yonita,1,Gembel .gofood skrng vocer banyak tapi gabisa pake cash atau gopay. mana vocer goride eror mulu wkwk,2024-05-16 12:17:42,0,Negative
Siti Armanda Islamiyah,1,"Makin kesini makin jelek, pelayanan cs nya lama banget, reedem voucher goride tapi ga bisa dipakai",2024-05-15 16:32:51,0,Negative
Mochamad Gunadi,2,"Kpd GOJEK YTH, saya hanya ingin memberikan saran, bahwasannya terkait pemesanan goride dan gocar, khususnya goride tolong lebih bijaksana lgi dalam memilih driver yang benar2 ingin menjadi driver, saya sudah 30 menit menunggu tidak ada yg mau menjemput saya dan membrikan alasan inilah itulah, smpai2 saya telat keberangkatan travel dan akhirnya saya harus bayar tiket 2x blm lg biaya gojeknya, bukan hanya sekedar uang yang rugi tapi waktu saya juga rugi, Trm ksh.",2024-05-15 15:53:41,0,Negative
Gyaku Hagatan,1,Aplikasi gak bgt tiap kali order go ride drivernya minta ampun jauhnya lebih jauh dri tujuanya . Belum klo drivernya gak jalan jalan . Apalagi klo ujan gak ada yg mau ngambil .,2024-05-15 11:50:02,0,Negative
Rasyid,5,"Good, banyakin promo goride comfort ya 😄",2024-05-13 12:17:12,1,Positive
Pras Tiyoe,2,Promo goride berhasil di redeem tpi tdk ada di halaman promo percuma ga bisa di pake promonya....,2024-05-13 01:37:46,0,Negative
Nova Hangoluan Saputra Manurung,5,"Buat hidup lebih mudah, mau pergi pake Goride Gocar, mau makan tanpa repot keluar pake Gofood",2024-05-12 15:25:55,1,Positive
rima fatmawati16,1,"Setiap pesan goride atau gofood dapat terus yang jauh Padahal saya buru buru, di cancel kasian mas ojolnya udah lewatin lampu merah Tapi posisi saya buru buru juga Jadi serba salah Pesan gofood mencari driver sampai stengah jam Begitu dapat driver , ojolnya sekitar 2km ke resto Begitu tiba diresto ,ojolnya nunggu lagi soalnya resto nunggu ojol dateng Parah banget itu resto, saat mencari driver resto nya coba untuk masak , biar pas ojol dateng tinggal ngambil Pengen makan nunggu 1jam lebihan",2024-05-12 02:10:06,0,Negative
Abdul Havid,1,"Kenapa rute yang diambil pas goride selalu rute yang terjauh ya?, costumer juga bisa milih rute dong. Sama estemasi waktu gofoodnya kacau. Ga ada perbaikan",2024-05-09 10:38:23,0,Negative
10 Karina Erwin,1,"Kirain kalo langganan gojek plus itu potongannya beneran 8 ribu buat goride, ternyata cuman potongan 2 ribu anjirlah",2024-05-08 11:34:32,0,Negative
Fahru Ve,2,"Sering banget pake Goride, tapi ga pernah dapet coin!!!",2024-05-05 17:36:14,0,Negative
siti ramadhani,5,"Gojek selalu memberikan yang terbaik untuk pengguna nya Dari gofood nya, goride nya Semuanya memuaskan pelayanan nya.",2024-05-05 11:46:53,1,Positive
Tyrant XD,4,"Banyak sekali driver goride yang menerima pesanan tetapi si driver masih melakukan aktivitasnya sendiri, saya yang sudah siap jadi harus tetap menunggu lama,yang di aplikasinya 3 menit dikarenakan hal tersebut bisa jadi lebih lama",2024-05-04 18:04:18,0,Negative
Duval Thalib,1,"Udah gabisa lagi pesan tiket KRL langsung lewat GoTransit. Harus banget masukin alamat stasiunnya baru bisa beli tiket KRLnya. Eh giliran stasiunnya deket malah gabisa beli tiketnya sama sekali, dipaksa pake GoRide. Betulin tolong, buang-buang duit buang-buang waktu namanya.",2024-05-04 12:32:31,0,Negative
Nomnom,2,"Duh tolong dong driver go ride ditatar Lg driver nya parah serius ngawur nya udh bawa penumpang ngawur,srudak sruduk,bahayain org",2024-05-03 20:39:39,0,Negative
Rayhan Firdaus,1,"apa apaan go transit skrng digabung sama go ridetransit, jadinya ga bisa edit stasiun kalo tujuannya berubah, padahal sblum update bisa, kalo diupdate makin nyusahin mending gausah di update. Tujuannya update kan untuk memudahkan bukan malah mempersulit.",2024-05-03 19:47:05,0,Negative
Bagoes Yan,1,"Gojek blunder dengan sistem go ride sudah tidak terdekat lagi,jemput ny jauh2 auto customer pindah ke grab yg masih pake sistem terdekat🤣🤣",2024-05-03 10:58:58,0,Negative
Yaqub Maulana Yusup,1,Goride hemat jangan di pakai uy Kasihan driver Lo mau murah jalan kaki kalau gak pakai angkot,2024-05-02 18:15:09,0,Negative
DEMEN MEGENDING -DM,1,"sekarang sistem gojek hancur,apl b*s*k,setiap order driver'a selalu lama,krna jarak driver terlalu jauh entah itu food,goride,gosend",2024-05-01 07:18:51,0,Negative
pinauli novalina,1,"Skrg gojek susah bgt pesen yg gocar !!! Mau pake gocar biasa , apalagi gocar hemat makin ga akan dpt , hapus aj vitur gocar ny, goride aj ..",2024-06-30 12:00:04,0,Negative
Teddi Kusnariadi,5,"Selama menggunakan aplikasi gojek (gosend, gofood, gocar, goride), belum pernah dikecewakan, semuanya baik-baik saja, semoga bisa dipertahankan, serta dapat ditingkatkan lebih baik lagi.",2024-06-29 17:38:50,1,Positive
Nam,1,gmn si udh langganan vouch go plus mlh goride nya cuma diskon 2k nyeselllll,2024-06-29 13:35:46,0,Negative
Rosalina Elyakim,1,"Gojek sekarang makin ga bener sih, sering banget pesan goride comfort malah motor yang datang sama kaya goride hemat. Ngerugiin banget sih udah bela²in pesan yang comfort lebih mahal malah yang datang begitu mending pesan goride yang hemat aja sekalian. Udah gitu gocar nya juga kalo pada ga mau kerja ngapain sih..pesan gocar di cancel Mulu sama driver tanpa konfirmasi. mending aplikasi sebelah deh selalu memuaskan pelayanan mereka",2024-06-29 12:38:36,0,Negative
I Farisa,3,"Kalo ujan gocar, goride ga ada yang nerima",2024-06-28 07:49:24,0,Negative
Vicianto Kurnia Putra,4,"Catatan saya pada layanan goride terjadwal, harapannya dengan kita sudah menjadwalkan pesaanan maka ketika tiba waktu yg dijadwalkan dapat langsung berangkat, jadi ekspektasi saya driver sudah didapatkan beberapa jam sebelum waktu yang dijadwalkan, sehingga driver pun bisa persiapan. Realitanya Driver baru akan dicari sesaat waktu yang telah terjadwal, ini sama saja dengan layanan sewaktu, baru cari driver saat waktu pemesanan, menunggu lg sampai waktu yg dijadwalkan terlewati.",2024-06-28 04:59:59,1,Positive
Azka Fitri,5,Banyakin promonya khususnya goride and gofood,2024-06-27 09:51:07,1,Positive
erika putri,1,"Aplikasi semakin lama semakin buat bingung, order goride gocar lama bgt ga dpt dpt driver",2024-06-27 07:52:34,0,Negative
Ratna Wahyuni,5,"Driver/Rider nya sll ramah dan ngerti rute. Mmg mrka dilengkapi GPS, tp jk rute tsb ribet, dan sy mengarahkan ke rute lain, mrka setuju. Benar2 di service dg baik. Mk nya sy gak sayang2 kalo kasih tips. Mrka sopan jg sih",2024-06-26 09:56:55,1,Positive
Abdul Gofur,1,"Mau kirim paket Gosen sulit,drivernya jauh/ atau tidak ada driver,?,,,Jadi pesan, pakai layanan Goride.Mungkin layanan di driver Gosen banyak yang dimatikan / off.",2024-06-24 18:11:52,0,Negative
Dara A,3,"Saran saja untuk gojek,untuk pemesanan gocar hemat lebih baik di tiadakan,karena percuma driver tidak mau ambil orderan dengan alasan hanya menghabiskan bensin. 3 kali pemesanan sama,sekali pun di ambil pasti minta cancel. berbeda dengan goride hemat driver tetap ambil orderan tersebut.",2024-06-23 17:04:45,0,Negative
Fan Fan,5,"Sangat membantu, semoga makin banyak voucher goride dan gofood",2024-06-22 11:24:15,1,Positive
Ocha destyan01,3,Bertahun2 pakai gojek.. Dari gofood goride gocar tp giliran gopinjam selalu di tolak.. Kenapakah itu???,2024-06-21 21:51:14,0,Negative
Yosi Yunita Amalia Siregar,1,"Maaf gojek. Mulai hari ini dan detik ini. Saya beralih ke aplikasi lain. Udh bolak balik di kecewain sama driver yg gak punya attitude dan kualitas aplikasi yg semakin bobrok. Mulai dri topup gopay dri mbanking yg kemaren terkendala sampai 1 hari sementara saya harus pesen goride saat itu juga dan gk ada cash, sampe 3x topup. Dan pelayanan ke cs nya yg gak ada solusi. Ini aplikasi lama kelamaan bener2 gak ada improvenya. Cukuppp kapok pake applikasi iniiiiiiii.",2024-06-21 08:25:01,0,Negative
Wiwit Setyawan,3,"Sebenarnya sangat terbantu dengan adanya Go-Jek,tapi kenapa kalau sudah dia tas jam12 malam sulit sekali order nya untuk go ride pasti sistem sibuk.terus juga pas ada promo sulit banget dapetin drivernya,kan sama aja jadinya ya ada promo tapi gak bisa pakai Karena driver gak ada yang mau ngambil",2024-06-21 01:59:58,0,Negative
Jeffry Nosawa,5,sangat membantu bagi saya dari goride..gocar..gofood,2024-06-20 16:27:36,1,Positive
Ivan Rucita,5,"Terima kasih atas pelayanan terbaik untuk konsumen,,, Go-Jek sangat membantu dalam pelayanan goride,,gofood dan pelayanan pengiriman barang yg sangat membantu,,, tetap mengutamakan pelayanan yang terbaik untuk konsumen. Terima kasih Go-Jek",2024-06-19 06:21:10,1,Positive
Wahyu Putri Utami,5,Saya selalu menggunakan apl ini tp kenapa pengguna lama malah jarang dapat diskon baik goride maupun gocar..tolong kasih apresiasi padape gguna lama agar tetap pakai apl ini,2024-06-18 21:19:10,1,Positive
Friest Udayani,5,"Tidak pernah ada masalah selama menggunakan jasa goride, gocar ataupun gofood. Sangat membantu. Terimakasih 🙏",2024-06-18 07:33:30,1,Positive
Kamis Wagee,5,"apa aja ada,mulai car ride dan food keren",2024-06-16 01:41:41,1,Positive
Siti Nurussobah,5,"saya gaptek dan setelah mngunakan jasa goride kini menjadi andalan buat kemana-mana, komunikasikan dg jelas ke babang driver maka semua lancar #emakrasterkuat #gojekinaja",2024-06-14 08:05:04,1,Positive
BagasSRrr 3152,1,"pesen go ride pengemudi sibuk, di batalin 2 kali tiba tiba saldonya udh kepotong padahal belom ada yg jemput belom di anter saldo udah ilang. sering bngt kaya gini",2024-06-12 21:09:02,0,Negative
Rio Chaniago,1,Promo nya gojek itu sekarang susah banget apalagi yg goride cuma promo 1.500 ya percuma kalo promo segitu coba deh promo nya lebih di banyakin kek dulu karna emang butuh banget,2024-06-10 23:06:46,0,Negative
Linda Trisnayanti,1,"Baru kali ini kecewa sama gocar,saya di kenakan biaya tambahan pembayaran tol sama driver nya padahal saya bayar tol pake flazz saya sendiri,sudah laporan tapi penanganan nya lama,alhasil karna saya tidak mau membayar tagihan tersebut saya jadi tidak bisa order goride/gocar.",2024-06-09 03:27:54,0,Negative
Heriyanto,1,Fitur go pay later & go pay pinjam ga bisa di non aktifkan. Lama² kaya aplikasi pinjol. Rawan penyalahgunaan. Ridernya seneng bgt batalin sendiri. Udah nunggu lama. Ga kaya sebelah.,2024-06-08 16:20:01,0,Negative
Aris Budi,4,"sebenarnya sudah bagus, hanya saja kadang di bagian go ride kalau mau pergi ke tempat2 seperti ""dokter hewan"". Saya berhatap direkomendasikan dokter hewan terdekat dari lokasi saya, ini rekomendasinya dokter hewan yg jaraknya puluhan bahkan ratusan kilo dr lokasi saya. Saya di Sukabumi direkomendasikannya dokter hewan di Jakarta, yg bener aja.",2024-06-08 07:19:06,1,Positive
Aifah Huda,1,"Sudah byr kekurangan gocar lgsg dikurangkan dr saldo gopay g bisa order go ride Krn masih ada tagihan,, pdhl sudah sy byr juancuuk,, layanan cs juga g gercep kampretttt lah",2024-06-07 11:46:42,0,Negative
Golden Roses,1,"gimana si gojek, langganan plus bukannya untung malah buntung, vc diskon gofood jadi pada ilang semua, diskon goride dan gocar kaya gaada harga dirinya cuma secuil dapatnya, padahal pas langganan di hp satu lagi banyak dapat diskon voucher nya, ngajuin help ticket sampai sekarang gaada respon, tolong kalau mau bikin promo tu yang niat, kalau kaya gini sama aja penipuan namanya",2024-06-06 19:06:54,0,Negative
Khairul Ken,1,"Aplikasi Aneh, Setelah Beli Gojek Plus Makin Ga Ada Voulcer Gofoodnya. Dikasih 700 Voulcer Gocar Sama Goride Yang Ga Guna Semua👎🏻👎🏻.",2024-06-06 01:25:36,0,Negative
Jarot Sugiarto,1,"Bagaimana cara bisa tanya jawab dengan gojek, karena banyak layanan yg kurang jelas, contohnya. Gosen > gosen hanya bisa kirim barang tapi tidak bisa ambil barang, terus mengenai promo baik food maupun car/ride, penawaran promonya malah pakai cc itu mah bukan promo tetep saja ngutang, pokoknya gojek itu masih bagus jamannya Pak Nadien daripada sekarang, bintangnya 1 dulu kalau bagus layanannya bintangnya saya tambah 100🙏",2024-06-05 14:01:57,1,Positive
Lulu Lusiana,3,"Sejauh ini untuk go ride dan car, good. Tapi untuk go mart, kecewa saya. Pertama kali coba dapat vocher discount, tp pas dipesan ditelp ternyata barang sebagian kosong, vocher gak kepake, terus sebagian yg ada jadi kurang dari min pembelian, harga nya jadi lebih mahal. Tolong diperbaiki sistem nya, kalo misal kosong, sistem juga kosong.",2024-06-05 13:04:26,0,Negative
Andri Firmansyah,1,Setiap pesan goride selalu mendapatkan driver yang beda dari aplikasi wajah beda plat motorpun beda jadi takut kesaya nya tolong keamanannya di perketat lagi terimakasih,2024-06-04 20:55:30,0,Negative
Dinda Putri Oetami,3,"Setiap pesan GoRide selalu di batalkan di dpn customer krn motor kecil, giliran di pesan GoRide Comfort eh malah dtng motor kecil... gimana sih!!! Sudah 3 kali GoRide dtng",2024-06-04 16:30:33,0,Negative
An'S Channel,5,"Sekarang gofood banyakan biaya printilannya,biaya bungkus,biaya penanganan,biaya aplikasi,jadi mahalan biayanya drpd harga makanannya,main payah. Kalau goride dan gocar bagus,krn mempermudah transportasi",2024-06-03 20:25:04,0,Negative
channn,1,"pesen goride comfort supaya nyaman dijalan di aplikasi si tulisannya motor vario tapi yang dateng beat, agak kecewa tapi masnya ramah tapi gimana ya mana beda 3k harga nya sm goride biasa 😔",2024-06-03 15:43:17,0,Negative
Reyner,1,Gojek gimana sih saya mau pesan goride kok gak bisa tulisannya harus pakai metode lain metode lain terus,2024-06-02 07:28:52,0,Negative
Danil Jacob,5,"Yg terbaik pokoknya,, Mau kasih masukan, promo promo go ridenya di banyakin , biar lebih perfec 😁😁",2024-07-31 17:00:27,1,Positive
Afrezha Syahrani,1,"Turunkan harga goride seperti sebelumnya, kenapa semakin di update harganya mahal",2024-07-31 08:15:18,0,Negative
cap senk,1,"masa gojek kalah sama grab mau pesenin, goride temen ga bisa ngrubah titik di luar jangkauan, grab aja bisa masa gojek ga bisa",2024-07-31 07:49:14,0,Negative
Tofa sugianto,1,"mohon pihak gojek memberikan saya pembelaan karena saya selalu pulang dengan goride tetapi tadi saya mendapat perlakuan yang sangat tidak menyenangkan karena saat saya membantalkan pesanan karena titik jemput tidak sesuai saya tetap didatangi driver tersebut dan driver tersebut marah²,bahkan sampai orang² melihat saya disitu saya sangat malu karena hal tersebut mohon bantuannya untuk menegur/mengingat kan driver tersebut",2024-07-29 16:31:51,0,Negative
Lily Lamperouge,1,"Pelayanan goride bagus2, tapi tidak dengan gocarnya. Masa driver sudah ambil pesanan saya, tapi dikirim pesan atau telepon sama sekali tidak dibalas. Bahkan 1/2 jam saya menunggu hanya untuk melihat mobil driver di map gojek berjalan semakin jauh dari titik jemput saya seolah sengaja tidak mau menjemput. Saya mau komplain di email, tapi malah diarahkan ke bantuan di apk, yg kedua apk gojek sama2 tidak bisa membuat laporan keluhan mengenai masalah saya. Saya sangat kecewa.",2024-07-29 08:27:38,0,Negative
Pem Pek,1,Tolong dong costumer gojek yg badan nya gede berat nya up 100kg sadar diri dong masa pesen goride kalian tuh harusnya pesen gocar sadar woi badan kalian tuh gede banget,2024-07-28 17:52:26,0,Negative
Tyaori,1,"Setiap order goride selalu lama, selalu tidak dapat driver, dan prosesnya lama dengan alasan ""pesanan lagi rame""",2024-07-26 07:35:52,0,Negative
Irwanarci Love,5,Untuk Go-Jek tolong untuk GoRide nya perbaikilah karena ada beberapa oknum cukup banyak tingkah dan kurang ajar di jalan sangat buruk dan arogan tinggi membuat citra Go-Jek itu sendiri menjadi buruk,2024-07-25 10:58:42,0,Negative
Ivon Nia,4,"Alhamdulilah klo goride sangat membantu klau mendesak,gofood nya jgn mahal2 ,krna resto nya kgd tdk sesuai dgn expetasi.",2024-07-24 19:47:25,1,Positive
Enumerator Jatim,5,Gojek selalu memuaskan sy. Baik go ride maupun go car nya selalu the best.,2024-07-24 08:20:19,1,Positive
Pejuang Slot,1,Ngak ada voucer goride..beda dg grab dan maxiim,2024-07-23 12:31:08,0,Negative
Sense,2,"Layanan seperti goride, gocar, dan juga gofood tidak bisa menjangkau wilayah saya",2024-07-22 16:40:33,0,Negative
Freddy Teintang,4,Nice and good driver. Very modest with DeepPurple's all the way. Nostalgic. The ride why not Renault sometime?,2024-07-21 21:40:04,1,Positive
yudit pratama205,1,saat pesan goride yg dateng malah 2 anehh,2024-07-20 19:46:03,0,Negative
Chelsa eka Christanti,5,"Sukaaaaa, banyak bgt promonyaaa, apalagi saat mesan go ride. pertahankan gojek🔥🔥🔥",2024-07-20 19:08:18,1,Positive
Nur Syawal,5,"Mudah""an semakin bnyak promonya, bukan hanya gofood tapi promo gocar, goride dll juga",2024-07-20 12:33:36,1,Positive
Della Febriana,1,"Biasa nya saya naik goride cuma 6000 skrg dah naik padahal titik jemput dan antar nya sama, mana naik nya jauh banget lagii, huh jd mls make gojek",2024-07-19 12:36:51,0,Negative
Salsa Bila,3,"bagus, tp sy pernah pesan goride malah driver nya salah ambil penumpang sdh sy chat ke driver ga di respon",2024-07-19 07:00:06,0,Negative
Andy Chandra,2,"App sering ngacau , pesan go ride , driver deket ada malah diambilin driver yang jauh , jadi lama nunggue",2024-07-19 04:29:27,0,Negative
xxx,1,"Pesan gocar kek pesen pesawat,ga ada yg mau ambil meskipun bayar gopay/cash.Ganti ke prioritas jg malah dpt driver jaraknya astaga jauh bgt.Buang2 waktu! Padahal di maps banyak driver nongkrong,emg pilih2 apa gimana ni driver gocar? Kalo goride nya ga ada masalah.Malah lebih cepet dpt driver goride drpd gocar. Tolong dong buat Gojek di perbaiki sistemnya,sy klo pesan car jd beralih ke aplikasi lain yg lebih gercep n satset ga kek driver gocar yg pilih2.",2024-07-18 09:02:10,0,Negative
Siti NurHalimah,1,"Tolong Perbaiki Sistemnya!!!, masa order goride dapet drivernya pada jauh jauh harus nunggu lama payah kalah sama sistem Maxim mending pindah aja ke Maxim sistemnya enak dapet drivernya jga Deket jadi cepat sampai ke tujuannya",2024-07-17 15:47:28,1,Positive
REZA Syahputra heatshot,5,Kasihlah Diskon Goridenya,2024-07-17 06:11:18,1,Positive
itz clara,2,"aplikasi sdh bagus, namun knp saat mau pesan goride malah gabisa? pdhl saldo gopay saya ada, jaringan internet juga bagus tpi knp tidak bisa? tolong diperbaiki lg buat kedepannya!!",2024-07-16 22:36:57,0,Negative
Henny Purwitasari,5,Mantap kalau laper bisa nih pesen pake gofood diskon gede dan murah goride pun sama 👍,2024-07-15 17:45:23,1,Positive
Hendri Siganteng,1,Setiap mau pesen gocar/ goride gk ada yang nerima orderan,2024-07-14 20:44:04,0,Negative
Jessica Putri,1,"yg hemat mitramu ya min, ko coustamer gk hemat iya.. harga tetap 15k perkilo.. goride gk hemat buat coustamernya sendiri.. masih tetap mahal harganya.. eh mitramu yg hemat.. settingan nya gmn si mimin.. justru yg hemat coustamer dan bukan mitramu.. jgn menipu kami dengan iklan yg gk masuk akal",2024-07-13 01:49:34,0,Negative
MasImang'k,3,Ga tau kenapa sering kali pihak driver (gocar) cancel sesuka hati. Belum lagi nunggu pencarian nya lamaa bisa sampe 10-15 menit ga dpt². Meski pesan yg prioritas (gocar) pun ga beda jauh waktu pencarian driver. Untuk kendaraan go ride ga ada masalah.,2024-07-12 20:25:25,1,Positive
Eka Saputri,1,"Aplikasi gojek sekarang merunut saya engga jelas,mau pesan gocar atau goride lama banget padahal jaringan stabil dan kenapa setiap pembayaran menggunakan gopay selalu lama dapat kendaraan nya, giliran menggunakan cash baru cepet.tolong dong aplikasi gojek di perbaiki sistemnya",2024-07-12 07:48:07,0,Negative
Ferro Mariyadi,5,"Selalu menyenangkan menggunakan jasa dan aplikasi gojek. Baik go ride, go car, gosend, atupun go food, tidak pernah mengecewakan.. Bravo gojek.. 👍👍👍👍👍",2024-07-11 14:17:11,1,Positive
Aswin Riyanto,5,"Beragam aplikasi nya,mulai dari Goride,Gocar,Go food dsb. Semoga tambah terus innovasi nya di masa yang akan datang.",2024-07-11 01:49:59,1,Positive
Rangga adipura,1,MANA FITUR GO TRANSIT PLUS GO RIDE KO GA ADA SI PADAHAL UDAH UPDATE,2024-07-10 12:17:45,0,Negative
My Family1,5,"Sangat membantu sekali dengan adanya gojek,gofood,goride dll ditambah lagi banyak promo yang berlaku. Puas dan sangat menikmati dengan adanya aplikasi ini:)",2024-07-09 12:42:04,1,Positive
Edo Diantoro,1,"Go ride instan sangat merugikan,kalo jarak nya dekat gak ada driver mau ambil",2024-07-08 17:56:14,0,Negative
Ruli Machmuddin,4,"Makin lama makin sedikit saja promo goride dipalembang,,padahal saya setiap hari memakai ojol terpaksa deh kita beralih ke aplikasi sebelah",2024-07-08 16:41:52,0,Negative
Alin Natha Nia,1,"Terlalu sulit nyari driver, apalagi kalau hujan, meskipun gerimis sedikit saja. Go ride maupun go car pasti sulit di dapat, meskipun di map banyak driver di sekitar titik jemput. Harus pasang harga lebih tinggi baru ada yang mau ambil. Sempat iseng2 nanya sama driver, memang kalau hujan itu kesempatan mereka untuk bermain harga. Tolong pihak developer di perbaiki hal2 seperti ini, saya sangat suka menggunakan gojek, tapi akhir2 ini sangat mengecewakan performanya. Thx",2024-07-08 13:37:05,0,Negative
Emka A. Ulil A.,1,"Ketika promoan banyak driver yang gamau ambil orderan Gocar/Goride, sudah seringkali menunggu lama seperti ini tidak ada yang ambil, padahal coba pake grab langsung dapet.",2024-07-08 10:05:18,0,Negative
Utari,1,"mrasa ga adil, tmn2 saya uda otomatis dpt voucher promo goride tp di saya gd sm skali ishhhh, uda dimasukin kode sgala macem ttp aj hargany nromal",2024-07-07 23:11:42,0,Negative
Gever,3,"Saya kecewa dengan driver goride,setiap hujan pasti tidak ada yang mengambil orderan,alasan tidak bawa jas hujan, padahal saya sudah chat kalo saya bawa jas hujan,buat apa ngojek kalo tidak sedia jas hujan untuk diri sendiri.",2024-07-06 23:20:47,0,Negative
zahir ghivary,1,"Parah hari ini mntang2 abis ujan saya pesan goride gocar smpe ke blue bird gak ada yg mau trima, pd sy byar tunai dan sdang buru2",2024-07-06 19:31:29,0,Negative
Ariq Maulana,1,"pesen goride gadapet"" padahal daerah nya bukan zona merah",2024-07-06 18:38:24,0,Negative
Mia Suyatmi,1,"gojek paylater sy sejak di ambil alih perusahaan lain, hanya bs buat go food dan naik goride aja selebihnya tdk bs buat apa2 , dulu2 bs buat bli pulsa, pKet data bahkan buat byr listrik dan bpjs msh bs, tpi knp skrg sdh tdk bs ya",2024-07-05 19:24:40,0,Negative
Jaka Jac,1,"pesan goride GK ada yang ngambil nunggu lama,gak membantu sama sekali,tolong di perbaiki lagi kinerjanya",2024-07-04 11:51:14,0,Negative
Ellda Septiani,1,Gilaaaaaaaa saldo ilang gtu aja terus call center ga ngebantu bgt masa order goride gadapet² sampe 3kali dan saldonya ketarik 3²nya apa²in ini gojek !!!!!,2024-07-03 18:33:04,0,Negative
Jane Jean,4,"1.Untuk opsi alamat dan titik masih belum akurat 2.biasa menggunakan goride yg sering dikasi voucher atau promo malah gocar, dan promo bank yg tidak sesuai dengan pembayaran yg biasa dipakai customer 3.banyak dikenakan biaya aplikasi, biaya jasa dan biaya lain lain",2024-07-03 07:53:35,0,Negative
Sis Wanto,1,"Tolong hapus goride instan di stasiun Tangerang, sangat menyusahkan harus jalan kaki, apalagi di jam sibuk macet harus jalan kaki lagi",2024-07-02 08:04:41,0,Negative
Achmad Sofyan,5,"Salam satu aspal, mohon PT.Gojek memberikan sanksi bagi driver yg menolak paket orderan dari PT.Gojek lebih dari 1x dlm sehari. Hal ini bertujuan utk meningkatkan kinerja dan keseriusan dlm menjalankan kewajiban sbg driver. Sehingga terjadi pemerataan order kepada driver gojek setiap harinya dan untuk menghindari akun akun specialis goride dan gofood jarak 3km dg mengabaikan product Gojek lainnya yang lbih dari 3km.",2024-07-01 17:50:29,0,Negative
Nabila Salsabila,5,"Terimakasih Go-Jek Definisi penyelamat hidup saya. Saya udah pake hampir semua aplikasi ojek online tapi sejauh ini yang terbaik adalah Go-Jek. Saya udah berkali-kali ditolong sama driver Go-Jek, mulai dari bantu ngejar koper saya ketinggalan di bus sampai saat saya lupa absen pulang sampe harus bolak-balik. terimakasih banyak ya Go-Jek dan drivernya selalu menjadi penyelamat saya dimana pun terutama Goride ya.",2024-08-30 21:40:32,1,Positive
Jason Myraz,1,"Aplikasi tololl pesen goride aja lama padahal mitra bnyk, makanya jgn diberlakukan sistem sortir",2024-08-29 13:41:11,0,Negative
martinus djakawibawa,5,"Aplikasi yg banyak akses, sangat banyak pilihan dan mempermudah orang untuk beraktivitas dan makan, yang tentunya gofood, go ride n go drive, jangan diragukan lagi""aplikasi untuk semua kebutuhan orang""",2024-08-29 11:46:41,1,Positive
Chika Rahimawati,2,"Saya mesen goride tapi salah alamat tujuan, saat di ganti alamat nya kenapa tarifnya lebih mahal ya. Padahal alamat yg baru lebih dekat dari alamat yg salah, selisihnya lumayan banyak. Ternyata ada ongkos edit, ga nanggung"" 5ribu sendri. Padahal lebih deket masih satu jalur juga. Tau gitu cancel aja ngapain di edit"" Kalo salah alamat. Kalo edit alamat pun kena ongkos segala.",2024-08-29 10:31:21,0,Negative
Senyum Bestari,5,Pake goride plus malah lebih mahal,2024-08-29 00:19:56,0,Negative
Ulfah Maha Ulya,1,"Cs gak ada yg online kalo ada kendala apa² susah. GOPAYLATER dikasih limit besar tapi tiap sebulan sekali bisa 2x pengecekan (pembekuan). Semakin tarif gofood dan goride gak masuk akal, lama² jadi gak worth it. Sorry to say tapi emg bikin muak.",2024-08-28 21:13:47,0,Negative
tomson simanjuntak,5,Sangat mudah dengan adanya goride,2024-08-28 18:47:21,1,Positive
NENA SUTA,5,"I love Gojek so much tapi kenapa sekarang klu kita dapat voucher koq cuma berlaku hanya 1 hari ? Dapat voucher Go Ride nya memang lumayan, paling sedikit dapat 4 voucher ( bisa lebih), & dapat voucher Go Car juga paling sedikit 4 voucher ( bisa lebih ). Tapi masak kita mau wira-wiri sebanyak itu dalam 1 hari kan nggak mungkin ? Kecuali klu kita punya asrama anak2 yg semua di pakaikan voucher tsb ? Tlg dunk bagian IT jangan mau klu di suruh bagian marketing buatin program yg absurd begini ?",2024-08-26 10:17:29,0,Negative
Hadi Gunawan,1,"6 tahun mengunakan gojek,perlu di benahi,driver berbeda dengan aplikasi,apakah boleh orang yang bukan driver memakai akun driver gojek(JOKI).mengantarkan pesanan,takut makanan saya di apa-apin dengan orang yang bukan driver gojek (JOKI),mana lagi motor yang di pakai (JOKI)plat nya berbeda dengan aplikasi,pesan goride juga gitu sih,driver yang jemput orangnya berbeda dengan aplikasi.plat no motor nya juga berbeda,saya jadi was was,takut...tolong adakan vermuk berwaktu seperti grab...",2024-08-25 23:25:29,0,Negative
Wati Wati,1,"mengecewakan setiap mau order gocar pas lgi hujan para driver susah untuk menerima pesanan, apalagi pakai promo terutama yg buat goride, alasan bnyk orderan, lagi rame",2024-08-25 22:44:05,0,Negative
Anton Adityorb,5,Aplikasi nya gampang dipahami dan untuk goride nya pasti dapet murah2 terus,2024-08-23 08:38:45,1,Positive
Khanza Syifa Malika,5,"i love gojek sm, setiap hari berangkat pulang sekolah always make gojek, apalagi di gojek fitur goride comfort, cocok banget buat aku yang suka bawa barang banyak kesekolah suka bawa tas gede gitu deh, kaki nya dan pnttnya juga jadi ga pegel jaya terus deh yaa gojek",2024-08-22 05:30:48,1,Positive
